id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,city,neighbourhood_group,price_category,availability_category,review_activity,host_listing_count_x,host_type,host_listing_count_y,host_listing_count
2384,Hyde Park: 5 minute walk to Obama Presidential Ctr,2613,Rebecca,Unknown,41.7879,-87.5878,Private room,171.33,2.0,268,2026-06-08,1.92,310,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,Unknown,41.90166,-87.68021,Entire home/apt,111.5,2.0,626,2026-05-25,3.03,247,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
10945,The Biddle House (#1),33004,Elizabeth,Unknown,41.91196,-87.63981,Entire home/apt,280.16,4.0,152,2026-06-06,1.03,283,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,6,Professional (4+ listings),6,6
12140,Lincoln Park Guest House,46734,Shar And Robert,Unknown,41.92357,-87.64947,Private room,421.5,2.0,21,2026-06-21,0.16,136,Chicago,Other,Luxury ($250+),Medium (91-180 days),Occasional,1,Casual (1 listing),1,1
71930,"Rest, Relax and Explore",334241,Michael And Veronica,Unknown,41.89615,-87.67934,Private room,108.67,3.0,158,2026-06-02,0.86,326,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
94450,Comfy Garden Suite in Andersonville,504470,Mark,Unknown,41.97960153312966,-87.66520525774408,Entire home/apt,198.67,2.0,48,2026-06-21,1.0,287,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,Unknown,41.94342,-87.68121,Entire home/apt,342.78,32.0,77,2024-05-05,0.59,357,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,19,Professional (4+ listings),19,19
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,Unknown,41.91289,-87.63864,Entire home/apt,433.5,32.0,87,2024-12-02,0.65,331,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,19,Professional (4+ listings),19,19
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,Unknown,41.929208,-87.702175,Entire home/apt,347.5,2.0,747,2026-06-15,4.15,289,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,1,Casual (1 listing),1,1
207218,Historic Pullman Artist Flat - Monthly Rental,1019125,Jb,Unknown,41.68843,-87.60712,Entire home/apt,72.0,32.0,322,2025-12-12,1.79,338,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,3,Growing (2-3 listings),3,3
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,Unknown,41.68954,-87.60786,Entire home/apt,56.03,32.0,49,2025-09-01,0.27,118,Chicago,Other,Economy ($50-100),Medium (91-180 days),Occasional,3,Growing (2-3 listings),3,3
220333,Pullman School House Apartment - monthly rental,1019125,Jb,Unknown,41.68912,-87.60725,Entire home/apt,70.84,32.0,10,2026-05-31,0.06,313,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,3,Growing (2-3 listings),3,3
233933,Lovely Back Room in a New Renovated Apartment,1224828,Tippi,Unknown,41.95759,-87.72704,Private room,88.5,2.0,234,2026-06-14,1.31,25,Chicago,Other,Economy ($50-100),Low (0-90 days),Regular,2,Growing (2-3 listings),2,2
250354,Close to Michigan Ave and parks,1311953,Ronald,Unknown,41.85923,-87.62198,Entire home/apt,23.61,180.0,35,2018-01-15,0.2,358,Chicago,Other,Budget (< $50),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
258253,Studio Apartment Unit 4,1358243,June,Unknown,42.0076,-87.6825,Entire home/apt,78.61,33.0,32,2026-06-03,0.18,183,Chicago,Other,Economy ($50-100),High (181-270 days),Occasional,1,Casual (1 listing),1,1
264547,Steps From the Best Chicago Offers,1387948,Dominic,Unknown,41.88413,-87.64315,Entire home/apt,225.89,32.0,63,2021-10-17,0.37,266,Chicago,Other,Premium ($150-250),High (181-270 days),Occasional,1,Casual (1 listing),1,1
349265,Spacious 4BR Home - in Captivating Hyde Park,1517871,Jon,Unknown,41.80241,-87.58825,Entire home/apt,269.0,2.0,11,2026-06-23,0.06,87,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,2,Growing (2-3 listings),2,2
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,845242,Jay,Unknown,41.94107,-87.65492,Entire home/apt,354.0,2.0,876,2026-06-24,5.03,252,Chicago,Other,Luxury ($250+),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
507517,Private Lincoln Square Garden Apt,2501182,Nate,Unknown,41.96678,-87.6973,Entire home/apt,137.0,2.0,489,2026-06-24,2.88,220,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Regular,1,Casual (1 listing),1,1
542067,Logan Square Modern Vintage Garden,2273840,Sarah,Unknown,41.93142,-87.69989,Entire home/apt,244.0,4.0,327,2026-06-07,1.92,299,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,Unknown,41.96528,-87.6831,Private room,82.21,32.0,58,2025-12-23,0.34,163,Chicago,Other,Economy ($50-100),Medium (91-180 days),Occasional,2,Growing (2-3 listings),2,2
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,Unknown,41.99688,-87.66449,Private room,91.33,3.0,170,2026-06-14,1.01,324,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
651742,Edgebrook Lg bdr by golf course,2824576,Jefferson,Unknown,41.99178,-87.75747,Private room,108.5,2.0,138,2026-06-09,0.85,322,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,2,Growing (2-3 listings),2,2
662034,Edgebrook bdr by golf course,2824576,Jefferson,Unknown,41.99405,-87.75746,Private room,97.0,2.0,120,2026-06-15,0.77,351,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,2,Growing (2-3 listings),2,2
681842,Bedrm/Bath - Swanky Northside Condo,3472696,Roxane,Unknown,41.99373,-87.68279,Private room,39.15,32.0,36,2026-05-24,0.23,214,Chicago,Other,Budget (< $50),High (181-270 days),Occasional,2,Growing (2-3 listings),2,2
697634,"2 BD Condo by downtown, park, lake",3574415,Marv,Unknown,41.90437,-87.6335,Entire home/apt,121.19,32.0,163,2025-12-20,1.03,279,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
726376,"Spacious Studio, Amazing Location!",2658212,James,Unknown,41.93903,-87.65196,Entire home/apt,150.0,2.0,937,2026-06-18,5.62,15,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,2,Growing (2-3 listings),2,2
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vasileios,Unknown,41.93115,-87.71836,Entire home/apt,106.94,32.0,34,2025-12-14,0.21,276,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,3,Growing (2-3 listings),3,3
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla,Unknown,41.92218,-87.66079,Private room,126.0,2.0,194,2026-06-08,1.23,177,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,Unknown,41.88538,-87.69801,Private room,118.22,32.0,22,2018-11-02,0.14,362,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
960326,The Penthouse Gallery at OHC,5228189,Matthew,Unknown,41.89602,-87.65659,Entire home/apt,272.33,2.0,541,2026-06-06,3.4,339,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,18,Professional (4+ listings),18,18
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,Unknown,41.86801,-87.67877,Entire home/apt,159.68,32.0,41,2023-09-01,0.25,89,Chicago,Other,Premium ($150-250),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,Unknown,42.00588,-87.66853,Private room,113.0,2.0,398,2026-06-22,2.48,308,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Regular,4,Professional (4+ listings),4,4
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,Unknown,42.00477,-87.66842,Private room,102.0,2.0,429,2026-06-22,2.68,311,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Regular,4,Professional (4+ listings),4,4
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,Unknown,42.00378,-87.66807,Private room,102.0,2.0,385,2026-06-18,2.39,315,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Regular,4,Professional (4+ listings),4,4
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,Unknown,42.00456,-87.67058,Entire home/apt,216.0,2.0,335,2026-06-21,2.11,304,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,4,Professional (4+ listings),4,4
1020810,Beautiful Condo in Chicago,3843347,Andrea,Unknown,41.89395,-87.62593,Entire home/apt,129.84,32.0,46,2026-02-28,0.29,35,Chicago,Other,Mid-Range ($100-150),Low (0-90 days),Occasional,3,Growing (2-3 listings),3,3
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,Unknown,41.8544,-87.70852,Private room,21.35,32.0,11,2021-09-05,0.08,51,Chicago,Other,Budget (< $50),Low (0-90 days),Occasional,3,Growing (2-3 listings),3,3
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,Unknown,41.85454,-87.70802,Private room,25.47,32.0,5,2019-10-13,0.05,118,Chicago,Other,Budget (< $50),Medium (91-180 days),Occasional,3,Growing (2-3 listings),3,3
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,Unknown,41.90914,-87.67859,Entire home/apt,162.17,2.0,235,2026-05-20,1.48,280,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
1321332,Lincoln Park Single Family Home,946954,Jeff,Unknown,41.93089,-87.66946,Entire home/apt,709.0,2.0,123,2026-05-25,0.8,289,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,Unknown,41.91984,-87.68962,Private room,145.0,3.0,547,2026-06-18,3.52,257,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
1392594,"Bright open house, garden & deck",7528098,Eileen,Unknown,41.96909,-87.67407,Entire home/apt,285.33,3.0,39,2026-05-23,0.25,263,Chicago,Other,Luxury ($250+),High (181-270 days),Occasional,1,Casual (1 listing),1,1
1461451,02b. Twin bed in Coed Space,2907254,Joe,Unknown,42.01653,-87.68788,Shared room,41.08,2.0,216,2026-01-15,1.38,229,Chicago,Other,Budget (< $50),High (181-270 days),Regular,12,Professional (4+ listings),12,12
1502674,The Biddle House (#2),33004,Elizabeth,Unknown,41.91175,-87.63834,Entire home/apt,339.33,3.0,190,2026-06-10,1.22,244,Chicago,Other,Luxury ($250+),High (181-270 days),Regular,6,Professional (4+ listings),6,6
1502700,The Biddle House,33004,Elizabeth,Unknown,41.91184,-87.63963,Entire home/apt,490.63,32.0,16,2019-09-02,0.11,59,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,6,Professional (4+ listings),6,6
1554433,Charming Home in Chicago,6088938,Eric,Unknown,41.71554,-87.67197,Private room,45.24,32.0,201,2026-04-28,1.29,235,Chicago,Other,Budget (< $50),High (181-270 days),Regular,2,Growing (2-3 listings),2,2
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,Unknown,41.85592,-87.66249,Private room,75.89,2.0,518,2026-06-07,5.04,69,Chicago,Other,Economy ($50-100),Low (0-90 days),Highly Active,2,Growing (2-3 listings),2,2
1584422,Magic Factory Loft 2West,2810938,Carole,Unknown,41.90532,-87.64761,Entire home/apt,591.33,2.0,62,2026-05-31,0.4,303,Chicago,Other,Luxury ($250+),Always Available (271-365),Occasional,3,Growing (2-3 listings),3,3
1591370,Cozy Northside Apt near Transp&Beach&Free St Prkng,8489460,Holly,Unknown,42.01177,-87.67758,Entire home/apt,242.0,2.0,223,2026-05-31,1.43,227,Chicago,Other,Premium ($150-250),High (181-270 days),Regular,1,Casual (1 listing),1,1
1620098,"Apartment in Lincoln Park, second bedroom optional",8619275,Leszek,Unknown,41.92817,-87.64282,Entire home/apt,274.0,2.0,106,2026-06-20,0.68,46,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
1663673,iKlektik House Chicago / Cardinal,8813383,Mindy + Tony,Unknown,41.89322,-87.68572,Entire home/apt,168.9,2.0,487,2026-06-08,3.22,295,Chicago,Other,Premium ($150-250),Always Available (271-365),Highly Active,3,Growing (2-3 listings),3,3
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,Unknown,41.93396,-87.65897,Entire home/apt,317.0,2.0,108,2026-06-01,0.74,62,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,Unknown,41.94747,-87.65417,Entire home/apt,279.0,2.0,53,2026-06-10,0.88,120,Chicago,Other,Luxury ($250+),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,Unknown,41.94842,-87.65307,Entire home/apt,529.0,2.0,29,2026-06-07,0.19,99,Chicago,Other,Luxury ($250+),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,Unknown,41.94774,-87.65421,Entire home/apt,629.0,2.0,75,2026-06-07,1.19,116,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,6,Professional (4+ listings),6,6
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,Unknown,41.9475,-87.6542,Entire home/apt,629.0,2.0,54,2026-05-31,0.85,114,Chicago,Other,Luxury ($250+),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
1810118,LARGE 1BR/Private Full Bath near U of Chicago,9483312,Ryan,Unknown,41.77738,-87.60041,Private room,97.5,4.0,389,2026-06-09,2.59,88,Chicago,Other,Economy ($50-100),Low (0-90 days),Regular,2,Growing (2-3 listings),2,2
1837153,Musician's Quarters,9601147,Chester,Unknown,41.79989,-87.59432,Entire home/apt,82.2,32.0,61,2026-04-30,0.4,333,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
1869568,"Homey, cozy and comfortable!",1971382,Esmirna,Unknown,41.85638259958464,-87.71415361216066,Private room,82.17,2.0,15,2026-06-07,0.51,307,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,3,Growing (2-3 listings),3,3
1921670,The Avondale Garden Unit,9959757,Jedidiah,Unknown,41.94663,-87.70783,Entire home/apt,217.0,2.0,373,2026-05-03,2.7,303,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,9,Professional (4+ listings),9,9
1984545,Soulful Living 3B-3B Home Hyde Park/Bronzeville,4010906,Mz Bee,Unknown,41.81869125366211,-87.61408233642578,Entire home/apt,154.34,32.0,4,2017-06-06,0.03,143,Chicago,Other,Premium ($150-250),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
2011301,Bucktown - Great Northside Location,5166793,Bradley,Unknown,41.92118,-87.68678,Private room,97.0,2.0,338,2026-06-10,2.22,215,Chicago,Other,Economy ($50-100),High (181-270 days),Regular,2,Growing (2-3 listings),2,2
2298310,"Hyde Park / Kenwood, UChicago. Free bike.",1385332,Patt,Unknown,41.80239,-87.60244,Private room,67.35,20.0,70,2026-03-08,0.47,330,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,32,Professional (4+ listings),32,32
2396340,The Woodsman's Gallery at OHC,5228189,Matthew,Unknown,41.89634,-87.65608,Entire home/apt,334.0,2.0,621,2026-06-09,4.15,324,Chicago,Other,Luxury ($250+),Always Available (271-365),Highly Active,18,Professional (4+ listings),18,18
2437230,City Hideaway,7000138,Brock,Unknown,41.94272,-87.68409,Entire home/apt,511.0,2.0,112,2025-07-30,0.76,169,Chicago,Other,Luxury ($250+),Medium (91-180 days),Occasional,1,Casual (1 listing),1,1
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,Unknown,41.96316,-87.69208,Entire home/apt,111.0,2.0,324,2026-06-24,2.18,106,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,Unknown,41.90006,-87.68096,Entire home/apt,264.2,2.0,205,2026-06-07,1.37,108,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,3,Growing (2-3 listings),3,3
2564678,Even Cowgirls Get The Blues Rm.,5654677,Urban Art,Unknown,41.85295,-87.70686,Private room,21.79,32.0,6,2021-09-13,0.05,112,Chicago,Other,Budget (< $50),Medium (91-180 days),Occasional,3,Growing (2-3 listings),3,3
2688739,Luxury finishes in vintage wood trimmed apartment,12416635,David,Unknown,41.86944,-87.68341,Private room,142.5,2.0,31,2024-10-13,0.21,302,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
2844042,iKlektik House Chicago / BlueJay,8813383,Mindy + Tony,Unknown,41.89288,-87.68458,Entire home/apt,168.9,2.0,253,2026-06-21,1.71,315,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,3,Growing (2-3 listings),3,3
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,Unknown,41.90026,-87.66871,Entire home/apt,303.93,2.0,311,2026-06-07,2.63,217,Chicago,Other,Luxury ($250+),High (181-270 days),Regular,1,Casual (1 listing),1,1
2907500,The Red Room,11231030,Erik,Unknown,41.78225,-87.72806,Private room,50.0,2.0,417,2026-06-09,2.88,301,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,Unknown,41.77206,-87.56982,Entire home/apt,96.56,32.0,247,2025-11-07,1.68,273,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,1,Casual (1 listing),1,1
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,Unknown,41.91571,-87.67449,Entire home/apt,151.78,2.0,585,2026-06-15,3.97,180,Chicago,Other,Premium ($150-250),Medium (91-180 days),Highly Active,1,Casual (1 listing),1,1
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark,Unknown,41.96136,-87.6784,Entire home/apt,249.33,2.0,235,2026-06-22,1.78,288,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
3083343,Remodeled Splendid Flat in Bucktown/Wicker Park,209564,Ami,Unknown,41.91533279418945,-87.67047882080078,Entire home/apt,376.5,2.0,171,2026-05-25,1.2,33,Chicago,Other,Luxury ($250+),Low (0-90 days),Regular,4,Professional (4+ listings),4,4
3088192,2nd floor of 1908 brick two-flat in Logan Square,15710890,Paul & Sarah,Unknown,41.93105,-87.71177,Entire home/apt,228.24,2.0,598,2026-06-09,4.09,88,Chicago,Other,Premium ($150-250),Low (0-90 days),Highly Active,1,Casual (1 listing),1,1
3267902,Ravenswood Guest House Annex,2676165,Richard,Unknown,41.98908,-87.66697,Entire home/apt,126.0,2.0,488,2026-06-21,3.33,258,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Highly Active,1,Casual (1 listing),1,1
3292054,The Roscoe House near Wrigley Field,5960265,Courtney And Garrett,Unknown,41.94278,-87.65621,Entire home/apt,317.67,2.0,389,2026-06-17,2.68,322,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,Unknown,41.88711,-87.6438,Entire home/apt,535.5,2.0,159,2026-06-21,1.34,319,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
3385966,Welcome to your 2BD Penthouse,9995028,Chad,Unknown,41.93594,-87.66953,Entire home/apt,1565.03,32.0,191,2025-09-04,1.41,365,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,1,Casual (1 listing),1,1
3434136,Beautiful West Lakeview location,17217012,Janet,Unknown,41.94159,-87.65099,Private room,79.09,32.0,175,2023-10-15,1.2,259,Chicago,Other,Economy ($50-100),High (181-270 days),Regular,1,Casual (1 listing),1,1
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Ed,Unknown,41.94418,-87.79895,Private room,53.39,32.0,7,2025-01-12,0.05,68,Chicago,Other,Economy ($50-100),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vasileios,Unknown,41.93047,-87.7196,Entire home/apt,109.11,32.0,162,2026-04-13,1.12,124,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Regular,3,Growing (2-3 listings),3,3
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke,Unknown,41.99103,-87.66166,Private room,73.3,19.0,52,2026-05-30,0.36,234,Chicago,Other,Economy ($50-100),High (181-270 days),Occasional,3,Growing (2-3 listings),3,3
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,Unknown,41.95965,-87.72016,Entire home/apt,164.64,14.0,53,2026-01-14,0.37,295,Chicago,Other,Premium ($150-250),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
3742513,03a. Queen sized in coed room,2907254,Joe,Unknown,42.0168,-87.68771,Shared room,44.0,2.0,185,2026-05-31,1.28,332,Chicago,Other,Budget (< $50),Always Available (271-365),Regular,12,Professional (4+ listings),12,12
3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,Unknown,41.898048,-87.702972,Entire home/apt,170.4,28.0,366,2025-06-30,2.55,320,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
3792844,Luxury One Bedroom One-Private bathroom on beach,19471032,Alberto,Unknown,41.877,-87.63055,Private room,66.13,32.0,15,2026-05-22,0.25,206,Chicago,Other,Economy ($50-100),High (181-270 days),Occasional,1,Casual (1 listing),1,1
3809530,Best location in Chicago! Superhost,19578992,Laura,Unknown,41.90173,-87.67359,Entire home/apt,118.64,32.0,104,2026-04-30,0.72,264,Chicago,Other,Mid-Range ($100-150),High (181-270 days),Occasional,3,Growing (2-3 listings),3,3
3811926,The Blue Room,11231030,Erik,Unknown,41.78392,-87.72921,Private room,50.0,2.0,580,2026-06-04,4.01,306,Chicago,Other,Economy ($50-100),Always Available (271-365),Highly Active,2,Growing (2-3 listings),2,2
3897045,Chic and modern - Best location in Chicago,3843347,Andrea,Unknown,41.89637,-87.62726,Entire home/apt,132.31,32.0,38,2024-08-04,0.26,297,Chicago,Other,Mid-Range ($100-150),Always Available (271-365),Occasional,3,Growing (2-3 listings),3,3
3924599,Unique and Chic 1,4010906,Mz Bee,Unknown,41.81911849975586,-87.61483764648438,Private room,114.57,2.0,8,2022-09-16,0.06,116,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,Unknown,41.91374,-87.64014,Entire home/apt,571.0,2.0,280,2026-06-21,2.22,286,Chicago,Other,Luxury ($250+),Always Available (271-365),Regular,2,Growing (2-3 listings),2,2
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,Unknown,41.88503,-87.68664,Entire home/apt,242.33,3.0,166,2026-06-21,1.15,325,Chicago,Other,Premium ($150-250),Always Available (271-365),Regular,1,Casual (1 listing),1,1
3979320,2 Room Apartment in Vintage Bldg,20624213,Karen,Unknown,41.95652,-87.64982,Entire home/apt,154.33,3.0,80,2026-06-20,3.16,268,Chicago,Other,Premium ($150-250),High (181-270 days),Highly Active,2,Growing (2-3 listings),2,2
3979385,Private 3rd Floor Apartment,20624213,Karen,Unknown,41.95669,-87.64847,Entire home/apt,264.67,3.0,413,2026-06-23,2.87,243,Chicago,Other,Luxury ($250+),High (181-270 days),Regular,2,Growing (2-3 listings),2,2
4083903,"Beautiful, Spacious Historic Greystone Unit.",21178487,Fatimah,Unknown,41.80392,-87.6108,Entire home/apt,161.63,32.0,3,2020-03-01,0.04,52,Chicago,Other,Premium ($150-250),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
4096995,Large Private Room w/ king bed,2880338,Elizabeth,Unknown,41.96264,-87.67296,Private room,91.5,32.0,37,2025-09-07,0.26,180,Chicago,Other,Economy ($50-100),Medium (91-180 days),Occasional,2,Growing (2-3 listings),2,2
4105283,Short-Term Sublet Near Lake Michigan,18649856,Rachel,Unknown,41.99701,-87.66099,Entire home/apt,22.13,59.0,213,2025-12-12,1.49,124,Chicago,Other,Budget (< $50),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa And Nathan,Unknown,41.94987,-87.64611,Entire home/apt,264.5,2.0,542,2026-06-17,3.81,18,Chicago,Other,Luxury ($250+),Low (0-90 days),Highly Active,1,Casual (1 listing),1,1
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,Unknown,41.96705,-87.65772,Entire home/apt,430.33,3.0,350,2026-06-10,2.6,130,Chicago,Other,Luxury ($250+),Medium (91-180 days),Regular,1,Casual (1 listing),1,1
4214683,"Mid City, Vintage, Close to O'Hare Pvt Room",21872907,Tamiz,Unknown,41.95107,-87.71005,Private room,90.0,3.0,203,2026-06-13,1.43,294,Chicago,Other,Economy ($50-100),Always Available (271-365),Regular,1,Casual (1 listing),1,1
4243905,Historic house in hip Logan Square,22022871,Jill,Unknown,41.9254,-87.69753,Entire home/apt,211.56,32.0,53,2023-11-07,0.4,331,Chicago,Other,Premium ($150-250),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,Unknown,41.99632,-87.66385,Private room,85.67,3.0,118,2026-06-15,0.83,134,Chicago,Other,Economy ($50-100),Medium (91-180 days),Occasional,2,Growing (2-3 listings),2,2
4278818,Unique and Chic 2,4010906,Mz Bee,Unknown,41.8190803527832,-87.6148681640625,Entire home/apt,131.71,32.0,23,2025-08-04,0.17,144,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
4335812,Garden Suite,4010906,Mz Bee,Unknown,41.81869125366211,-87.61408233642578,Private room,115.88,32.0,13,2024-09-04,0.1,143,Chicago,Other,Mid-Range ($100-150),Medium (91-180 days),Occasional,6,Professional (4+ listings),6,6
4365466,01a. Full bed in Shared Space - Female Guests Only,2907254,Joe,Unknown,42.01653,-87.68788,Shared room,43.37,2.0,136,2026-06-05,0.96,328,Chicago,Other,Budget (< $50),Always Available (271-365),Occasional,12,Professional (4+ listings),12,12
4417718,"Cozy, Bright Basement Guest Suite",1096941,Angela,Unknown,41.96114,-87.70514,Private room,86.76,7.0,30,2026-05-18,0.21,274,Chicago,Other,Economy ($50-100),Always Available (271-365),Occasional,1,Casual (1 listing),1,1
4457161,"Comfy 3BD/1BA, garage spot included",23128169,Jeanne,Unknown,41.95931,-87.67795,Entire home/apt,287.5,2.0,106,2025-05-17,0.75,54,Chicago,Other,Luxury ($250+),Low (0-90 days),Occasional,1,Casual (1 listing),1,1
